Nome Cliente;cidade;estado;codigo;contrato;telefone
Cauã Batista;Cuiabá;Rio Grande do Norte;409371de-8172-41b3-93c5-2bf7b6bfccaf;755;(42) 5458-6621
Lucca Macedo;Palmas;Minas Gerais;4a810725-8d82-462e-8d0a-f50e270444eb;478;(91) 88716-7222
Breno Barros;Maceió;Goiás;5e49d2a8-db28-433f-bfb2-86a2d90d58fa;492;(30) 5379-1293
Sra. Leonardo Souza;Brasília;Tocantins;cc957dd0-a5eb-44f1-af42-c65048f4714f;473;(19) 7990-7898
Sra. Benjamin Carvalho;Rio de Janeiro;Distrito Federal;f32adaae-3192-4f52-ace8-5f75fa877527;857;(32) 7362-3412
Larissa Albuquerque Filho;Rio de Janeiro;Goiás;313e3ab2-84ab-477d-bf21-54f6a72940b7;602;(17) 4393-7671
Luiza Macedo;Natal;Goiás;795fbc6b-da7a-4897-945d-769e9fcd1e0e;530;(29) 68597-0103
Sra. Cauã Santos;Teresina;Minas Gerais;0c22a66b-4f3c-47c9-be13-6761e6f320d9;569;(85) 3584-3173
Marcos Carvalho;Porto Velho;Sergipe;5ccff516-3a95-4b6f-9aec-fa45c42c5fcf;947;(74) 2635-5280
Benício Martins Jr.;Campo Grande;Paraíba;062b4ea8-f3a3-4622-bb12-983cb1b7ce7e;614;(98) 3243-0873
Heitor Pereira;Boa Vista;Amapá;b19dea6f-f5b8-42db-9d8d-39e8bba438cc;786;(44) 65147-6643
Enzo Gabriel Melo;Aracaju;Espírito Santo;b8c323b7-69a2-4948-9629-4262921439b5;733;(77) 69674-3935
Lorena Costa;Boa Vista;Rondônia;6d6a001f-d73d-47c8-bfd8-3c3e380abc68;351;(30) 51128-7366
Emanuelly Pereira;Salvador;Rio Grande do Sul;e44ab512-d271-4e21-ab67-b480d5008eee;619;(88) 3548-2541
Samuel Carvalho;Recife;Distrito Federal;1bd7a709-bdc3-4524-ae76-2d8b7114a10c;901;(54) 25362-7232
Dra. Antônio Carvalho;Vitória;Distrito Federal;dc6af68b-5af4-434a-a6c8-0dedd135f47d;745;(45) 3511-7695
Isaac Xavier;Macapá;Rio Grande do Sul;99ca7fb2-05cb-43bb-96ff-bbc85e4480e3;405;(86) 68508-1037
Maria Alice Costa;Maceió;Sergipe;19ff33a8-ba9c-48a7-8f7c-526433313acc;442;(82) 8295-1800
Dr. Tertuliano Barros;Rio Branco;Santa Catarina;f2668300-8584-4966-b99a-09e8a47bf590;751;(99) 33540-0174
Félix Melo;Porto Alegre;Espírito Santo;e44061af-06e9-497e-8e37-ed51d2bf0286;724;(52) 6214-1734
Isabella Souza Jr.;Fortaleza;São Paulo;0376b439-d45e-4a67-b0c4-1dd7e2a7312b;360;(85) 6576-8958
César Braga;São Luís;Amapá;c75b4764-3202-48ef-a490-9f26215200bd;905;(22) 1198-2457
Danilo Batista;Porto Alegre;Tocantins;c82722b6-172a-42c5-9f33-8ca607b0c2ca;223;(29) 7530-0633
Ana Luiza Xavier;Salvador;Mato Grosso;676c0362-00b7-455f-95c2-d10cd4a1a617;913;(79) 35905-9287
Júlia Moreira;Brasília;Amapá;88c4a229-d709-48a5-863a-e995f748ed4c;452;(75) 4561-4755
Ricardo Santos;Macapá;Alagoas;fb575c64-d5f3-42fd-89a2-b89f5ef1b0f2;510;(39) 3568-5147
Arthur Batista Filho;Natal;Espírito Santo;620039f8-af04-4b06-bba4-ec90afacb9ec;537;(47) 61212-5198
Rafaela Macedo;Rio Branco;Acre;859efd92-3351-4166-8860-37e5adbc510c;188;(18) 5046-6659
Davi Macedo;Manaus;São Paulo;39cf9605-8e7c-45f9-ab2d-f564498d3be5;670;(97) 4023-6535
Isis Silva;Belo Horizonte;Rio de Janeiro;6dcb6bcf-ba45-4cb5-9633-97fe12461efd;982;(80) 11831-7032
Maria Clara Reis;Rio Branco;Espírito Santo;c7b14303-fecc-487b-9a51-b55e4238d61e;695;(99) 5350-4446
Lara Melo;Curitiba;Pará;a78b10b4-47fc-458e-a72e-d2e6694afa22;504;(36) 17557-2387
Júlio Xavier;Manaus;Bahia;6973d321-c72d-4cad-8053-c588ceade3f8;515;(61) 8700-5331
Carlos Pereira;Brasília;Amazonas;fd12bd7d-c53d-4300-99dd-dc146c136f51;808;(89) 3520-7451
Eduardo Reis;João Pessoa;Rio Grande do Norte;164263fb-258c-4c89-8df5-06700f537bf2;366;(39) 20622-5661
Pedro Albuquerque;Natal;Tocantins;f95b1228-7e72-4a99-bbf8-6834559c992c;722;(37) 6249-7034
Srta. Warley Macedo;Manaus;São Paulo;dc8f989e-7154-4e4b-a2c1-65c251debf26;285;(55) 2768-3714
Aline Costa Neto;Goiânia;Piauí;ec6ac964-b278-4a8b-a3c1-a813beeeb374;832;(87) 3720-9120
Sra. Enzo Gabriel Saraiva;Recife;Pará;f8d3b384-3a66-4a05-a4a1-89acab962302;552;(40) 3001-6183
Benjamin Barros;Boa Vista;Mato Grosso do Sul;b90276db-02c9-43eb-8124-14aef5d1f63d;548;(46) 2084-9098
João Pedro Moraes;Salvador;Tocantins;080b3c0d-28ec-4f91-a42c-479aa6ba3493;543;(72) 6784-9446
Lara Moraes;Macapá;Mato Grosso;2eb548c7-fd02-4ce5-b2e8-31d997896d54;602;(22) 3940-7777
Frederico Costa;Belém;Pará;c1781b9b-b1ad-4b03-84e6-15ef47f69e2d;136;(80) 35172-5525
Ana Júlia Macedo Jr.;Porto Alegre;Mato Grosso do Sul;7c66f810-e738-420b-832e-4421bdc3cf7a;814;(87) 7292-4042
Emanuel Santos;Maceió;Maranhão;2a922607-3c28-4f58-8874-908fe6ccab18;858;(76) 7566-9967
Emanuel Moraes;Fortaleza;Amapá;82d85729-8c30-40f5-8d9f-89777ed3290f;539;(32) 3487-7578
Ana Luiza Macedo;Brasília;Pernambuco;62e67c09-ec0b-472c-a377-89c80e0453e7;924;(54) 3381-4783
Maria Clara Barros;Macapá;Rio Grande do Sul;7d12a96e-28ef-426f-9340-e29a04eab840;209;(99) 3291-3912
Silas Santos;Rio Branco;Minas Gerais;5451c22d-6686-4681-a532-2db9f2e9167c;400;(29) 23885-8365
Sr. Guilherme Souza;João Pessoa;Goiás;c9e5fec6-3fe0-4b86-8b08-e10ca877ef80;716;(36) 5276-3604
Suélen Reis Filho;Goiânia;São Paulo;67d2ff22-a969-40bc-b3d4-b5b045807c05;302;(32) 1513-9773
Fabrício Silva Jr.;Fortaleza;Pernambuco;be9cb7dd-4179-4ff8-8d9f-9caf1bfd6946;799;(72) 3194-9867
Benjamin Pereira;Salvador;Goiás;0ac99bbf-fb1a-4349-beb6-5c3127708ef9;244;(62) 80253-3994
Roberto Carvalho;São Paulo;Rio de Janeiro;b554be14-f0dd-4c8e-ba15-b375ef856040;186;(51) 1680-1248
Raul Macedo;Rio de Janeiro;Piauí;c23edcd2-01fe-475d-a30c-c8fb9ad74bd8;266;(78) 8105-9490
Júlio César Carvalho;Belo Horizonte;Pará;2f8a2312-e6a2-4941-bdb8-9c7198e0a5a9;189;(40) 7463-1674
Ricardo Costa;Porto Velho;Pará;10012e40-800d-4d9f-a026-3fea352596a2;331;(95) 24289-9400
Pietro Barros;Belo Horizonte;Paraná;5870c316-c20a-4830-a5a2-82f30050f1cf;577;(74) 46282-1005
Isabela Braga;Macapá;Tocantins;ed66c8e7-3bec-484e-92d8-298e4463e789;420;(52) 4490-1755
Maria Luiza Batista;Porto Velho;Pernambuco;8eb1a728-2ddc-46bf-87d8-cbf4abc1a3d9;534;(71) 3183-0758
Marcos Carvalho;Rio de Janeiro;Mato Grosso;af94eadb-2ce3-4b05-9bc3-6961c559e4aa;210;(25) 8835-5381
Luiza Carvalho;Rio de Janeiro;Alagoas;900da7a6-c268-4dff-9ebb-61150174b4fa;178;(69) 77271-4057
João Lucas Franco Jr.;Palmas;Tocantins;c5da7990-874b-45cb-a3cb-d83cd472ca36;129;(31) 6007-8988
Isaac Barros;Vitória;Rondônia;59ee8096-8251-4d19-b24a-1f28270fb0c7;331;(41) 1481-6144
Suélen Reis;Porto Velho;Paraná;ac44600a-d44a-4fd0-9344-d448e18ddc8d;478;(12) 6820-4692
Salvador Moraes Filho;Brasília;Rondônia;7741b6b1-305a-4abe-9fff-c85280551817;969;(92) 8033-1641
Ladislau Silva;Manaus;Acre;0346922c-e4df-43ba-a5c0-765a093d264a;891;(43) 8480-7710
Dalila Souza;Porto Alegre;Amapá;f9542411-7c26-47f0-b91f-4126ac38580e;188;(70) 16214-6884
Rebeca Martins;Natal;Ceará;4d314b2a-772a-412e-a234-dcc822d78b2b;490;(73) 6439-9949
Sílvia Batista;Curitiba;São Paulo;fce78b28-a2f6-4372-a2d1-2fb6ec298a85;230;(85) 98067-1512
Maria Alice Barros Filho;Fortaleza;Distrito Federal;df9e8edf-c547-4b4b-a117-4c8222a30db4;406;(90) 8817-8121
Davi Oliveira;Brasília;Pará;c1bea7e3-92e7-4017-b782-6e7aae76a72d;760;(55) 30765-3011
Sarah Batista;São Luís;Pará;3bd21c40-7c1e-467c-91d2-dec8fe03ac80;230;(32) 2254-6025
Ígor Martins;Campo Grande;Ceará;a5639904-44ab-425b-b968-190d8484ee87;757;(51) 3813-8898
Maria Alice Oliveira;Belém;Amazonas;c8f8c596-c1b9-418c-a0b7-b70c40454291;423;(83) 83440-5379
Feliciano Melo;Recife;Espírito Santo;5865e539-9757-45ca-823a-a8ba287d0ce2;264;(76) 1489-9325
Sr. Maria Júlia Melo;Vitória;Goiás;b57b00e5-eea0-44b5-8d8c-c4b6e5bd0b51;718;(51) 32796-8279
Caio Batista;Macapá;Espírito Santo;662d5841-f427-4732-b8d6-034d869d5403;617;(39) 39265-2296
Luiza Macedo Neto;Salvador;Roraima;7fccbd74-d827-4b62-954a-74698173e79b;725;(12) 2346-9203
Sílvia Carvalho;Teresina;Rio Grande do Sul;7f9179ac-e7e9-4c77-8dc4-702641bb1b7a;867;(32) 89903-6216
Beatriz Souza;Belo Horizonte;Alagoas;bc708d0d-f97f-4b0f-8219-8c860f4328c5;977;(67) 20899-1801
Margarida Saraiva;Belo Horizonte;Mato Grosso;da25bc8e-b0f5-42d3-8a83-7c181fe1a577;938;(20) 9917-4283
Lara Souza;Teresina;Pará;358de059-ed92-4c33-92f9-ca2933f512a3;404;(18) 61642-0810
Víctor Silva Jr.;Porto Velho;Rio de Janeiro;32d87fc1-ebe9-4e79-8502-f987e1050833;601;(15) 1734-9177
Sophia Braga;Aracaju;Rio Grande do Norte;7389d9c0-6faa-4128-8990-7b3551c73ff2;874;(22) 60293-9796
Liz Barros;Curitiba;Pará;59d313a6-e7a8-4faa-bab2-b8e1694253fa;668;(10) 3822-3116
Paula Braga;Belo Horizonte;Piauí;4e204233-6236-4b00-8384-41634f0094ae;349;(23) 9347-2933
Carlos Oliveira;Rio de Janeiro;Alagoas;2028c3bf-1214-4aef-bb1d-d3766b15ebaf;320;(31) 4065-1756
Marcos Moreira;São Luís;Pará;1fafc3b5-7938-41bb-8385-53a389ad4746;830;(51) 54165-7779
Heitor Batista;Salvador;Acre;18520700-b94b-4d58-9d4f-7cd669fc167e;620;(90) 8012-9848
Sarah Carvalho;Campo Grande;Goiás;d8cb5b1c-f3e7-49ef-bbf3-c0f769957de2;154;(12) 7752-6348
Yango Martins Neto;Boa Vista;Piauí;f67d4716-9b9f-4558-97c9-cefeba151c4b;644;(47) 6549-2082
Tertuliano Pereira;Maceió;Amazonas;59c9db82-0e3f-4f06-a77e-e40487ef94a9;253;(95) 2103-3633
Manuela Costa;Porto Alegre;Goiás;12e9efbb-2ecd-4ab5-93dc-04df8f3437d5;173;(70) 5672-2894
Vitor Oliveira;São Paulo;Piauí;802878c4-6a2a-47aa-960d-a25a9464e0f9;380;(18) 1453-3009
Enzo Albuquerque;Florianópolis;Bahia;ee5014a0-d4fb-4acf-9b4c-56c91a4d688e;675;(10) 7363-1838
Aline Souza;Fortaleza;Tocantins;e06d173c-6441-41ff-b74e-5c376120cd08;502;(12) 6473-7350
Yuri Costa;Macapá;Paraná;3c40c890-e392-4cfa-bfaa-cc227646a90a;517;(56) 6421-0440
Luiza Carvalho;Manaus;Goiás;5b2c8379-0ceb-4dce-b789-8bad6ad9620f;579;(21) 4064-9407
Sra. Lorena Pereira;Porto Alegre;Espírito Santo;d529a538-0837-432b-9261-26b845171cdf;446;(82) 54317-1242
João Lucas Batista;Teresina;Rio de Janeiro;227f628a-9c03-415e-9c3f-1acc00e7b925;674;(60) 5610-6608
Júlio César Barros;Maceió;Santa Catarina;ae69b2da-be65-4017-8e95-64f8f69e562c;238;(50) 8686-1530
Larissa Santos;Fortaleza;Ceará;ef0871d3-eeaa-487e-acc4-81b30930b135;882;(93) 7908-7580
Isis Martins;Salvador;Alagoas;e7843a47-f66e-4ace-8557-b785fa58de00;289;(37) 23762-6887
Nataniel Santos;Belo Horizonte;Rio Grande do Sul;26e813f2-852b-420f-97cd-405b7270546f;215;(36) 3137-5519
Sr. Helena Oliveira;Natal;Rio Grande do Norte;84bdeecb-5e5f-4a9d-ba67-253d25a46b0c;138;(35) 5267-5478
Morgana Pereira;Recife;Maranhão;2e124a6b-3fd2-463b-9d86-5fa2a07c259d;360;(52) 6719-5517
Vitor Franco;Campo Grande;São Paulo;25c07504-729c-490b-9d3f-77cff2e1e42f;431;(97) 23375-5120
Felícia Reis;Belo Horizonte;Minas Gerais;33812b10-7f5b-498b-91c3-91285bb3eb42;249;(29) 84337-8795
Bruna Saraiva;Florianópolis;Pará;d083e6c3-9ca3-4d14-85bd-9dd4c5b4feec;749;(91) 2813-8672
Anthony Melo;Rio Branco;Minas Gerais;fa94acd0-4d94-4c11-96c3-224ff327a495;868;(55) 8172-7817
Sr. Maria Alice Carvalho;São Luís;Distrito Federal;810dadb1-701b-48ce-8b4c-a9822d065e40;887;(54) 2386-1792
Isabel Saraiva Jr.;Belém;Rio Grande do Sul;5591530e-5a68-417b-828c-580224e31f76;851;(26) 42491-2855
Arthur Santos Jr.;Brasília;Distrito Federal;2882eb67-24ac-430e-9353-5a48ae783e73;377;(56) 4292-5316
Célia Moraes;Porto Velho;Santa Catarina;b4204506-873a-4310-8fe9-629ddde2a9d8;544;(78) 4445-0297
Dra. Anthony Moraes;Rio Branco;Amazonas;79173326-51a7-481a-9a0d-174889ae80f2;639;(29) 3952-6801
Silas Reis;Fortaleza;Roraima;31d369b4-0116-41f2-9df8-aefad7c635e7;890;(12) 56320-1534
Elisa Melo;Brasília;Rio Grande do Sul;96d0b666-43ec-4ef2-84c4-9b34f631d727;687;(36) 1225-9811
Marina Carvalho;Curitiba;Maranhão;80682751-d1bc-44d8-87fb-45c932310982;958;(32) 3114-9015
Fabrício Barros;Belo Horizonte;Amazonas;e39075b5-f709-4a2e-8e1d-48fd27fa6f64;449;(47) 9500-9754
Natália Oliveira;Goiânia;Paraná;8a0eabb3-82fd-4302-ab20-29dde95d2da5;296;(87) 21444-0516
Gustavo Pereira;Vitória;Tocantins;4b6fc4e8-ef71-427e-add2-218dfa18a1a9;808;(21) 87643-5479
Nicolas Santos;Goiânia;Minas Gerais;6384ffe5-e023-47d8-be2d-d45ed3154ab7;576;(62) 42353-5499
Natália Melo;Salvador;Paraíba;6dd02e21-35c8-4c11-b415-05e4bcafbc32;923;(59) 27167-6922
Sra. Breno Melo;João Pessoa;Goiás;68eb4c09-f002-4ebc-82a1-352a4866b674;640;(73) 26688-6357
Fábio Costa;Campo Grande;Maranhão;af957718-59ab-4554-ad9c-f5af537b0883;537;(78) 5225-2295
Talita Moraes Jr.;Brasília;Espírito Santo;f1af1a5a-34ee-4072-9816-755d4c93446d;472;(53) 61782-8232
Alice Moreira;Rio de Janeiro;Ceará;94b15f5e-bb3c-438d-bcf9-c64053703892;947;(12) 3440-7784
Breno Saraiva;Curitiba;Alagoas;1727dfc4-e7d3-4bac-abef-66f7625afe25;243;(43) 4117-3989
Luiza Franco;Campo Grande;Mato Grosso do Sul;eea01c25-34fe-4334-99cf-d9cdb219d55f;135;(67) 4054-1522
Heloísa Oliveira;Macapá;Paraná;bab0386c-0fe8-44b3-9dfb-8d09d5ab2474;361;(89) 9578-1237
Benjamin Costa;Belo Horizonte;Acre;e4e46c64-d7d4-4fce-9b2f-56e67b4fcc26;454;(94) 7638-9785
Bryan Carvalho;Curitiba;Espírito Santo;b6da51b9-b35d-4743-aaeb-f612c0f666b4;520;(37) 7812-5249
Sr. Meire Xavier;Florianópolis;Pará;97e59229-1c8b-4d08-b358-824d3dccb3f2;462;(34) 8182-5978
Vicente Saraiva;Aracaju;Bahia;b7f6ca92-f311-4f72-a18e-bf999f663754;402;(82) 9579-4176
Valentina Xavier;Aracaju;Paraná;d6edcaf3-79cc-4763-bd94-9c37a0899c9f;272;(37) 86184-1884
Enzo Gabriel Santos;São Luís;Rio Grande do Sul;b93062d7-9036-4414-bc90-d8c041a8ede7;797;(32) 70119-2026
Pedro Henrique Macedo;Macapá;Rondônia;2695e0ef-0c2b-4720-b3be-6209ca1a1ed9;371;(26) 25753-2386
Alessandra Silva;Florianópolis;Piauí;530987b3-2fc8-4dc0-87df-0e425376ae24;160;(75) 31946-5496
Elisa Braga;Belém;Acre;0d371edf-0c82-42e1-9abd-5156ee0afad6;870;(51) 9156-0877
Márcia Santos;Cuiabá;Paraná;46f35fad-8e8a-4744-b995-c7c25345ea0c;816;(28) 3837-7424
Lorenzo Albuquerque;Cuiabá;Mato Grosso;f7d6c2f0-0fb6-4eaf-80bd-54ff2f3eecfe;275;(20) 37416-2407
Sophia Moraes;Salvador;Espírito Santo;b5d39d00-9b95-4844-804b-baf375c3442f;630;(54) 88404-9009
Raul Martins;João Pessoa;São Paulo;dcb6cf86-01a3-4e22-81ec-af2d68044901;728;(14) 26676-5632
Elisa Franco;Rio de Janeiro;Alagoas;155d8eda-3540-470d-a7d6-a7e4c299a907;714;(23) 7414-3695
Lorenzo Saraiva;Cuiabá;Mato Grosso;ee23a51c-7bb8-4b5b-ac11-e6753b057aa6;292;(33) 34036-8001
Norberto Franco;Palmas;Bahia;b348f331-2eca-4c07-b95d-5713665c0bdb;257;(91) 21867-8781
Emanuelly Costa;João Pessoa;São Paulo;f157e29f-387f-4f7c-8839-a30d1ca1ba5d;416;(63) 7895-3431
Kléber Franco;Recife;Goiás;ae7d2082-9894-47e4-879e-633b45e487db;644;(99) 38744-9945
Paula Batista;Aracaju;Amapá;be1131fc-eafa-4f8b-a641-cefa29b73121;114;(39) 58475-6423
Helena Santos;Rio Branco;Espírito Santo;5b79763f-2228-48f8-a50b-db79f8e48d6f;629;(53) 8327-7987
Matheus Moraes;Goiânia;Sergipe;f0ca47b6-b9ac-4704-8d15-6cd1fa049f2d;848;(59) 8493-4568
Benício Oliveira;Belém;Tocantins;24c42e64-d28e-4087-b838-8c968c8e0e11;658;(33) 21191-4812
João Lucas Silva;Macapá;Piauí;50b83eb5-3945-46b6-b084-20695613c02a;356;(17) 53587-6172
Daniel Moraes;Natal;Bahia;a8bcc212-177d-4439-9be1-fd46ca51c166;604;(28) 6318-0121
Felícia Saraiva;Natal;Rio Grande do Sul;4b37baa6-c2a0-4007-ba01-8dcb2759035a;771;(89) 8140-9103
Dra. Ana Luiza Batista;São Paulo;Pará;23326bc5-eadf-4142-a367-751c5543e25f;381;(34) 6544-3270
Sra. Meire Silva;Vitória;Minas Gerais;620e9889-4b0b-4047-8e48-31ecb8b041f9;663;(81) 91762-9981
Heitor Macedo;João Pessoa;Maranhão;4541b153-8bc0-4327-a327-3b89baa46e6b;968;(61) 22858-7690
Antônio Carvalho;São Luís;Rio Grande do Norte;bcf5ae6a-44fe-47b8-99e1-4f4635e8ef36;412;(45) 2538-5605
Felipe Costa;Recife;Roraima;9b325ae9-9c8f-4468-bf39-0a2c5d80088b;691;(82) 2748-7855
Felícia Braga;Rio Branco;Roraima;67eb95a2-b6b7-40fc-8c08-6c08f5e95259;751;(32) 35707-9155
Esther Franco;Florianópolis;Mato Grosso do Sul;d1ab82c6-e844-4162-b044-dc0950812692;770;(73) 2916-4912
Elisa Braga;Cuiabá;Ceará;5216d80a-e7fc-43d9-a6a8-4e18d2416e7a;342;(65) 9858-3373
Paula Carvalho;Macapá;Mato Grosso do Sul;c4e1f7a7-214e-4922-b833-10acd34b7480;779;(47) 8533-0218
Daniel Oliveira;Natal;Piauí;345775bc-5c9b-4696-9a91-e60c0cf979e1;379;(33) 4957-9731
Warley Batista;Macapá;Amazonas;90072496-a82c-49c3-b249-5b1ae5ef9bd1;454;(35) 3061-9149
Liz Souza;Cuiabá;Piauí;bb33e4a6-c897-476a-811a-46b300953e86;422;(54) 8176-4566
Srta. Marcelo Silva;Florianópolis;Paraná;c685e8d1-1048-42cc-8269-e6d411bc2f2e;376;(53) 6766-3827
Felipe Carvalho;São Paulo;Santa Catarina;9cdaeff4-5cf2-488c-9900-9d21f8241cb5;959;(53) 2627-8890
Feliciano Braga Neto;Aracaju;Maranhão;cb6c6cee-307a-4f3e-b1fb-e4d4fc100dc7;565;(85) 5124-6813
Enzo Gabriel Batista;Palmas;Tocantins;fa8983cb-e908-4203-a4e7-c2da737f089f;845;(19) 2962-7134
Paula Silva;João Pessoa;Paraíba;d9af82d0-5e4e-4fdc-8a6d-010b5777a7b3;606;(32) 9763-2059
João Miguel Xavier;Recife;Minas Gerais;05d45d13-b277-42f5-bea8-0e4d720c3323;196;(85) 1791-7984
Hugo Carvalho Jr.;Fortaleza;Sergipe;b0fec702-6411-4339-a72a-88e5a9e0b17b;816;(34) 6377-2285
Maria Clara Carvalho;Maceió;Mato Grosso do Sul;84d560ce-17aa-4251-b033-6db89a85fe58;334;(80) 34269-5670
Dr. Lucas Albuquerque;Fortaleza;Amazonas;8c608ff6-573c-475f-ad9f-b618c2177104;695;(55) 72788-1220
Manuela Pereira;Salvador;Ceará;27991bd9-9b17-4eb6-abab-1ffa982db3aa;558;(55) 8076-0343
Antônio Carvalho;Vitória;Mato Grosso do Sul;5e497782-2ae7-4f2c-8745-c01099e4f1ba;345;(95) 2282-9814
Henrique Pereira;São Luís;São Paulo;6b60a6b7-c8d5-4caa-be92-e6b82ea3a5bf;315;(68) 8624-1335
Núbia Franco;Manaus;Amapá;d41039ec-23a4-4619-a0bf-0b56da65f40f;496;(89) 3386-8200
Enzo Gabriel Costa;Brasília;Ceará;79d27640-2afd-40df-8668-5cffbf589e1f;379;(53) 17470-7337
Enzo Gabriel Oliveira;Salvador;Rio de Janeiro;3828c6ca-c7cd-4ce5-be3d-11a995b9b660;683;(86) 8364-6350
Maria Alice Pereira;Belém;Pernambuco;a3a7513f-c421-424a-9f32-96ca2372a16a;430;(83) 46288-7144
Mércia Martins Filho;Rio de Janeiro;Amazonas;b6feef04-bcce-423c-949d-2ffa451328c3;861;(61) 3069-5474
Dra. Cecília Santos;Recife;Rio de Janeiro;6dec16fa-968c-4592-b46b-df2df40c8109;619;(45) 4781-5635
Davi Lucca Braga;Natal;Acre;cfec906e-3806-4c3d-b866-ffe906101c76;937;(70) 6299-6599
Ofélia Oliveira;Porto Alegre;Rio Grande do Norte;557afb0a-f75f-4961-9815-09878f7b09fc;940;(22) 7839-3787
Júlio Souza;Cuiabá;Sergipe;d55aed90-7d1f-4811-828c-52fcaa05d04b;601;(43) 51999-2767
Morgana Xavier;Vitória;Maranhão;b9199db2-d9d1-429c-8155-ca99ebea2893;405;(80) 6565-6753
Washington Saraiva;Manaus;Ceará;2b49ed35-d916-4bda-b17e-06dff157e176;919;(28) 2298-1202
Heloísa Martins;Rio Branco;Paraíba;bd7152d6-6b83-4a89-aa88-63687d0e8d00;545;(53) 9124-3451
Yasmin Moreira;Goiânia;Rio Grande do Sul;ee2284ef-b8e6-4f16-b20a-582caac82302;653;(77) 8923-3215
Bryan Carvalho;Teresina;Santa Catarina;2394085f-8d08-4093-bd7f-36d536503003;776;(94) 3129-9583
Srta. Gabriel Santos;Belo Horizonte;Paraná;44921b9c-b7f9-45c9-83aa-ab64c13ec277;597;(65) 7880-0738
Dra. Marcos Carvalho;Campo Grande;Rio de Janeiro;c794de0f-dd3d-4c33-b08c-4f291eb15bff;134;(18) 69914-5339
Tertuliano Saraiva;Goiânia;Mato Grosso;7cd31f7c-01b2-4fbc-91ee-1364a4ab0c21;522;(81) 6754-8380
Enzo Gabriel Santos;Salvador;Goiás;b41087b8-8346-47fe-b52a-a492e57658b1;537;(38) 4942-9403
Marina Nogueira;Boa Vista;Ceará;433bd08f-e624-4388-9823-7d1c815c8691;332;(73) 46374-9405
Lavínia Martins;Salvador;São Paulo;b14cfe21-beb8-4cae-94df-53846a7a8f76;853;(59) 8411-3392
Melissa Carvalho;Rio Branco;Piauí;5398f32a-388f-4f53-9cfe-707dc10e8d93;735;(81) 3889-8551
Benjamin Nogueira;Belém;Santa Catarina;6b077701-50b3-495a-8b23-88316086af74;870;(89) 4221-3039
Sirineu Albuquerque;Brasília;Distrito Federal;7dbc4147-61ad-4241-9faf-fb7954382390;172;(33) 8988-2953
Frederico Souza;Boa Vista;Alagoas;838bd264-2a29-44e2-916a-1030ef594684;264;(58) 6792-4291
Eloá Moraes;Macapá;Santa Catarina;c8c2a337-9c90-449c-ad13-1ee929b0b796;997;(50) 5426-5396
Sr. Júlio César Souza;Salvador;Distrito Federal;d852d79c-253d-403a-a4dd-d8a159ca82a0;664;(33) 5780-0747
Morgana Martins;João Pessoa;Ceará;4e25711a-f523-4912-bf4b-045c8f428b8b;628;(78) 42974-0059
Mércia Franco;Brasília;Paraná;6478c990-829d-42c0-a1dd-fc311cc55938;384;(99) 7381-2412
Sr. Luiza Albuquerque;João Pessoa;Rondônia;fbfaefd7-43a9-43da-af06-ca3abb818b62;732;(31) 30294-8066
Sr. Raul Xavier;Florianópolis;Maranhão;60e97dd5-7cb5-4fc1-b4df-87a1c7c0c57f;393;(84) 3508-2738
Roberta Costa;Cuiabá;Piauí;09f49596-632f-40ae-a54f-aeb6712ca47b;883;(46) 7797-4614
Srta. Alícia Macedo;Aracaju;Pará;ae8d9ee3-3046-419d-b508-a282ebce6ad3;266;(54) 5650-1299
Bryan Moreira;Recife;Paraíba;222f338c-d3f1-44a9-b391-3b94fb79d351;349;(85) 9192-0432
Gustavo Costa;São Luís;Roraima;40a7cccb-2163-4907-95b7-6f7596fb55c0;465;(24) 5156-6034
Dra. Felipe Macedo;Palmas;Amazonas;8d352585-ef42-48ef-b254-6d3bbfa1fb3d;992;(68) 14190-1035
Sílvia Barros;Macapá;Bahia;a0c46be2-5b85-4c71-bd53-66f5f4c78215;402;(31) 8763-9904
Roberto Melo;Teresina;Minas Gerais;af9d4423-00d4-4401-bc27-30e9a21439e5;770;(47) 5441-6458
Sra. Morgana Souza;Rio de Janeiro;Minas Gerais;08bf585e-e0ed-4ac7-b879-2ca29be9936c;557;(59) 81579-0507
Laura Batista;Curitiba;Rondônia;267fd3b2-2f2b-43a2-afc1-c18f25ffa6fe;265;(48) 1307-0463
Anthony Saraiva;Natal;Roraima;47bb2034-fe7a-4e0c-af16-a94f4f84b45c;478;(18) 70772-9919
Eduarda Silva;Manaus;Amapá;40e0ac46-acbe-4224-a8fb-58d0ad216367;545;(74) 3862-0723
Maria Alice Albuquerque Jr.;Teresina;Goiás;1dca5af8-f489-45ea-b43d-fb6c635b376b;212;(31) 5114-3588
Núbia Albuquerque;Natal;Tocantins;09d575d6-48ad-47a0-a9ec-752842c6ed2c;102;(54) 2048-6554
Murilo Carvalho;Boa Vista;Rio de Janeiro;ece1d866-dd71-4903-a502-284aaefd23bd;172;(37) 62078-7418
Pietro Oliveira;Salvador;Rio Grande do Sul;b4d47bb2-e338-44fe-8a3b-90363020c435;938;(28) 4750-8665
Danilo Carvalho;João Pessoa;Pernambuco;08032baf-017a-43a8-beb6-388b5ef0b1b7;317;(30) 5556-1999
